category,location,old,new
Instance property value,04 — Projects:93:11523:grid-item/State,hover,Hover
Node,04 — Projects:I93:11523;93:8483:04 — Projects/Projects / Detail / Feedback/main/project-data/feedback-grid/grid-item/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11523;93:8483:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11523;93:8483:UI / Icon/Icon,view,View
Instance property,04 — Projects:93:11524:grid-item,state,State
Instance property value,04 — Projects:93:11524:grid-item/State,active,Active
Instance property,04 — Projects:93:11525:grid-item,state,State
Instance property value,04 — Projects:93:11525:grid-item/State,default,Default
Instance property,04 — Projects:93:11526:grid-item,state,State
Instance property value,04 — Projects:93:11526:grid-item/State,default,Default
Instance property,04 — Projects:93:11527:grid-item,state,State
Instance property value,04 — Projects:93:11527:grid-item/State,default,Default
Instance property,04 — Projects:93:11528:grid-item,state,State
Instance property value,04 — Projects:93:11528:grid-item/State,default,Default
Instance property,04 — Projects:93:11529:grid-item,state,State
Instance property value,04 — Projects:93:11529:grid-item/State,default,Default
Instance property,04 — Projects:93:11530:grid-item,state,State
Instance property value,04 — Projects:93:11530:grid-item/State,default,Default
Instance property,04 — Projects:93:11531:grid-item,state,State
Instance property value,04 — Projects:93:11531:grid-item/State,default,Default
Instance property,04 — Projects:93:11532:grid-item,state,State
Instance property value,04 — Projects:93:11532:grid-item/State,default,Default
Instance property,04 — Projects:93:11533:grid-item,state,State
Instance property value,04 — Projects:93:11533:grid-item/State,default,Default
Instance property,04 — Projects:93:11534:grid-item,state,State
Instance property value,04 — Projects:93:11534:grid-item/State,default,Default
Instance property,04 — Projects:93:11535:grid-item,state,State
Instance property value,04 — Projects:93:11535:grid-item/State,default,Default
Instance property,04 — Projects:93:11536:grid-item,state,State
Instance property value,04 — Projects:93:11536:grid-item/State,default,Default
Instance property,04 — Projects:93:11537:grid-item,state,State
Instance property value,04 — Projects:93:11537:grid-item/State,default,Default
Instance property,04 — Projects:93:11538:grid-item,state,State
Instance property value,04 — Projects:93:11538:grid-item/State,default,Default
Instance property,04 — Projects:93:11539:grid-item,state,State
Instance property value,04 — Projects:93:11539:grid-item/State,default,Default
Instance property,04 — Projects:93:11540:grid-item,state,State
Instance property value,04 — Projects:93:11540:grid-item/State,default,Default
Instance property,04 — Projects:93:11541:grid-item,state,State
Instance property value,04 — Projects:93:11541:grid-item/State,default,Default
Instance property,04 — Projects:93:11542:grid-item,state,State
Instance property value,04 — Projects:93:11542:grid-item/State,default,Default
Instance property,04 — Projects:93:11543:grid-item,state,State
Instance property value,04 — Projects:93:11543:grid-item/State,default,Default
Instance property,04 — Projects:93:11544:grid-item,state,State
Instance property value,04 — Projects:93:11544:grid-item/State,default,Default
Instance property,04 — Projects:93:11545:grid-item,state,State
Instance property value,04 — Projects:93:11545:grid-item/State,default,Default
Instance property,04 — Projects:93:11546:grid-item,state,State
Instance property value,04 — Projects:93:11546:grid-item/State,default,Default
Instance property,04 — Projects:93:11547:grid-item,state,State
Instance property value,04 — Projects:93:11547:grid-item/State,default,Default
Instance property,04 — Projects:93:11548:grid-item,state,State
Instance property value,04 — Projects:93:11548:grid-item/State,default,Default
Instance property,04 — Projects:93:11549:grid-item,state,State
Instance property value,04 — Projects:93:11549:grid-item/State,default,Default
Instance property,04 — Projects:93:11550:grid-item,state,State
Instance property value,04 — Projects:93:11550:grid-item/State,default,Default
Instance property,04 — Projects:93:11551:grid-item,state,State
Instance property value,04 — Projects:93:11551:grid-item/State,default,Default
Instance property,04 — Projects:93:11552:grid-item,state,State
Instance property value,04 — Projects:93:11552:grid-item/State,default,Default
Instance property,04 — Projects:93:11553:grid-item,state,State
Instance property value,04 — Projects:93:11553:grid-item/State,default,Default
Instance property,04 — Projects:93:11554:grid-item,state,State
Instance property value,04 — Projects:93:11554:grid-item/State,default,Default
Instance property,04 — Projects:93:11555:grid-item,state,State
Instance property value,04 — Projects:93:11555:grid-item/State,default,Default
Instance property,04 — Projects:93:11556:grid-item,state,State
Instance property value,04 — Projects:93:11556:grid-item/State,default,Default
Instance property,04 — Projects:93:11557:grid-item,state,State
Instance property value,04 — Projects:93:11557:grid-item/State,default,Default
Instance property,04 — Projects:93:11558:grid-item,state,State
Instance property value,04 — Projects:93:11558:grid-item/State,default,Default
Instance property,04 — Projects:93:11559:grid-item,state,State
Instance property value,04 — Projects:93:11559:grid-item/State,default,Default
Instance property,04 — Projects:93:11560:grid-item,state,State
Instance property value,04 — Projects:93:11560:grid-item/State,default,Default
Instance property,04 — Projects:93:11561:grid-item,state,State
Instance property value,04 — Projects:93:11561:grid-item/State,default,Default
Instance property,04 — Projects:93:11562:grid-item,state,State
Instance property value,04 — Projects:93:11562:grid-item/State,default,Default
Instance property,04 — Projects:93:11563:grid-item,state,State
Instance property value,04 — Projects:93:11563:grid-item/State,default,Default
Instance property,04 — Projects:93:11564:grid-item,state,State
Instance property value,04 — Projects:93:11564:grid-item/State,default,Default
Instance property,04 — Projects:93:11565:grid-item,state,State
Instance property value,04 — Projects:93:11565:grid-item/State,default,Default
Instance property,04 — Projects:93:11566:grid-item,state,State
Instance property value,04 — Projects:93:11566:grid-item/State,default,Default
Instance property,04 — Projects:93:11567:grid-item,state,State
Instance property value,04 — Projects:93:11567:grid-item/State,default,Default
Instance property,04 — Projects:93:11568:grid-item,state,State
Instance property value,04 — Projects:93:11568:grid-item/State,default,Default
Instance property,04 — Projects:93:11569:grid-item,state,State
Instance property value,04 — Projects:93:11569:grid-item/State,default,Default
Instance property,04 — Projects:93:11570:grid-item,state,State
Instance property value,04 — Projects:93:11570:grid-item/State,default,Default
Instance property,04 — Projects:93:11571:grid-item,state,State
Instance property value,04 — Projects:93:11571:grid-item/State,default,Default
Instance property,04 — Projects:93:11572:grid-item,state,State
Instance property value,04 — Projects:93:11572:grid-item/State,default,Default
Instance property,04 — Projects:93:11573:grid-item,state,State
Instance property value,04 — Projects:93:11573:grid-item/State,default,Default
Instance property,04 — Projects:93:11574:grid-item,state,State
Instance property value,04 — Projects:93:11574:grid-item/State,default,Default
Instance property,04 — Projects:93:11575:grid-item,state,State
Instance property value,04 — Projects:93:11575:grid-item/State,default,Default
Instance property,04 — Projects:93:11576:grid-item,state,State
Instance property value,04 — Projects:93:11576:grid-item/State,default,Default
Instance property,04 — Projects:93:11577:grid-item,state,State
Instance property value,04 — Projects:93:11577:grid-item/State,default,Default
Instance property,04 — Projects:93:11578:grid-item,state,State
Instance property value,04 — Projects:93:11578:grid-item/State,default,Default
Node,05 — Feedback / Detail:4012:7577:05 — Feedback / Detail/Feedback / Detail/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,05 — Feedback / Detail:I4012:7577;14:679:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:679:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:679:Navigation / Item/State,disabled,Disabled
Instance property,05 — Feedback / Detail:I4012:7577;14:679:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:679:Navigation / Item/Size,large,Large
Node,05 — Feedback / Detail:I4012:7577;14:682:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:682:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:682:Navigation / Item/State,disabled,Disabled
Instance property,05 — Feedback / Detail:I4012:7577;14:682:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:682:Navigation / Item/Size,large,Large
Node,05 — Feedback / Detail:I4012:7577;14:684:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:684:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:684:Navigation / Item/State,active,Active
Instance property,05 — Feedback / Detail:I4012:7577;14:684:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:684:Navigation / Item/Size,large,Large
Node,05 — Feedback / Detail:I4012:7577;14:686:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:686:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:686:Navigation / Item/State,disabled,Disabled
Instance property,05 — Feedback / Detail:I4012:7577;14:686:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:686:Navigation / Item/Size,large,Large
Node,05 — Feedback / Detail:I4012:7577;14:688:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:688:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:688:Navigation / Item/State,disabled,Disabled
Instance property,05 — Feedback / Detail:I4012:7577;14:688:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:688:Navigation / Item/Size,large,Large
Node,05 — Feedback / Detail:I4012:7577;14:697:05 — Feedback / Detail/Feedback / Detail/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,05 — Feedback / Detail:I4012:7577;14:697:Navigation / Item,state,State
Instance property value,05 — Feedback / Detail:I4012:7577;14:697:Navigation / Item/State,disabled,Disabled
Instance property,05 — Feedback / Detail:I4012:7577;14:697:Navigation / Item,size,Size
Instance property value,05 — Feedback / Detail:I4012:7577;14:697:Navigation / Item/Size,large,Large
Instance property value,05 — Feedback / Detail:4012:7580:topbar/Module,top bar with link,Top Bar with Link
Node,05 — Feedback / Detail:I4012:7580;73:1074:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/topbar/Button,Button,UI / Button
Node,05 — Feedback / Detail:I4012:7580;73:1074;72:653:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/topbar/UI / Button/icon,icon,UI / Icon
Instance property,05 — Feedback / Detail:I4012:7580;73:1074;72:653:UI / Icon,icon style,Icon
Instance property value,05 — Feedback / Detail:I4012:7580;73:1074;72:653:UI / Icon/Icon,arrow-left,Arrow Left
Node,05 — Feedback / Detail:I4012:7580;4010:4273:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,05 — Feedback / Detail:I4012:7580;4010:4273;73:1125:UI / Status Badge/Status,active,Active
Instance property,05 — Feedback / Detail:4012:7581:header,type,Type
Instance property value,05 — Feedback / Detail:4012:7581:header/Type,Header full toolbar,Header Full Toolbar
Node,05 — Feedback / Detail:I4012:7581;4007:4453;93:8832:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8832:Project / Toolbar Action,state,State
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8832:Project / Toolbar Action,Icon Type,Icon
Node,05 — Feedback / Detail:I4012:7581;4007:4453;93:8687:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8687:Project / Toolbar Action,state,State
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8687:Project / Toolbar Action,Icon Type,Icon
Node,05 — Feedback / Detail:I4012:7581;4007:4453;93:8688:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8688:Project / Toolbar Action,state,State
Instance property,05 — Feedback / Detail:I4012:7581;4007:4453;93:8688:Project / Toolbar Action,Icon Type,Icon
Instance property value,05 — Feedback / Detail:I4012:7581;4007:4453;93:8688:Project / Toolbar Action/Icon,Reresh,Refresh
Node,05 — Feedback / Detail:4012:7582:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/Status Bar,Status Bar,UI / Status Bar
Node,05 — Feedback / Detail:4012:7583:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/section-imprint,section-imprint,feedback-panel
Node,05 — Feedback / Detail:I4012:7583;4007:4392:05 — Feedback / Detail/Feedback / Detail/main/feedback-content/feedback-panel/content-left/Director / File Box,Director / File Box,Feedback / File
